STATE,NUM_UNIT,CAUSE_IGN,FIRE_SPRD,BLDG_ABOVE,BLDG_BELOW,TOT_SQ_FT,FIRE_ORIG,FLAME_SPRD,DETECTOR,AES_PRES,INCIDENT_KEY,APP_MOD,response_time,last_unit_clear_time,accident_year,accident_month,accident_day,accident_hour,median_income_list,median_rent_list,Pct_HOU_Occupied_units_list,Pct_HHF_Utility_gas_list,Pct_DIS_With_disability_list,Pct_EDU_Bachelor_or_higher_list,Pct_HIC_With_coverage_list,Pct_SA_62_and_over_list,Pct_EMP_Pop_16_and_over_in_labor_force_Civilian_labor_force_Employed_list,temp,rhum,wspd,Minority populations,Black Alone,hum_1,AREA_ORIG_new,ACT_TAK1_new,FACT_IGN1_new,HEAT_SOURCE_new,FIRST_IGN_new,TYPE_MAT_new,PROP_USE_new,SUP_FAC_1_new,ITEM_SPRD_new,MAT_SPRD_new,build_time_1980_to_later_list,solar_or_no_fuel,coal_or_wood,HHS_Region,Census_Region,Census_Division,CBSA Title,CBSA Code,AREA_ORIG,HEAT_SOURC,FIRST_IGN,TYPE_MAT,FACT_IGN_1,SUP_FAC_1,STRUC_TYPE,STRUC_STAT,ITEM_SPRD,MAT_SPRD,DET_TYPE,AES_TYPE,AES_OPER,ACT_TAK1,LOC_TYPE,NUM_MILE,STREET_PRE,STREETNAME,STREETTYPE,STREETSUF,APT_NO,CITY,STATE_ID,ZIP5,ZIP4,X_STREET,FF_DEATH,OTH_DEATH,FF_INJ,OTH_INJ,DET_ALERT,PROP_USE,ON_SITE_M1,MAT_STOR1,EQUIP_INV,CAUSE_IGN_desc,AREA_ORIG_desc,HEAT_SOURC_desc,FIRST_IGN_desc,TYPE_MAT_desc,FACT_IGN_1_desc,ITEM_SPRD_desc,MAT_SPRD_desc,ACT_TAK1_desc,SUP_FAC_1_desc,AES_PRES_desc,DETECTOR_desc,hum_1_desc,PROP_USE_desc,ON_SITE_M1_desc,MAT_STOR1_desc,EQUIP_INV_desc,DET_TYPE_desc
MD,1.0,3,2,2.0,1.0,0.0,1.0,Y,1,N,MD_15555_02212015_0022631_0,Y,6.0,55.0,2015,2,21,13,95401.1359223301,1976.3300970873786,94.8,43.5,9.8,46.7,88.4,20.4,62.7,-11.0,72.0,0.0,0.22519956394837712,0.45170024967471956,N,2,1,3,1,8,not given_,4,not given_,not given_,not given_,58.99999999999999,0.2,0.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,24,13,81,,30,,1,2,,,1,,,11,1,1024,,HOLLYWOOD,AVE,,,COLESVILLE,MD,20904,,,0,0,0,0,,419,,,651,Failure of equipment or heat source,"Cooking area, kitchen",Arcing,"Electrical wire, cable insulation",nan,"Electrical failure, malfunction, other",nan,nan,Extinguish,nan,None Present,Detectors Present,,1 or 2 family dwelling,nan,nan,Dishwasher,Smoke
MD,0.0,2,4,1.0,0.0,0.0,1.0,Y,U,2,MD_15555_02232015_0023707_0,Y,5.0,82.0,2015,2,23,10,122399.70873786409,2294.4466019417478,95.6,48.8,8.4,71.4,93.8,18.7,67.2,2.0,69.0,9.4,0.2241578317373461,0.07104993160054719,N,5,1,1,4,UU_,not given_,5,not given_,UU_,UU_,55.2,0.9,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,50,60,UU,,13,,1,2,UU,UU,,,,11,1,5411,,RANDOLPH,RD,,,NORTH BETHESDA,MD,20852,,,0,0,0,0,,579,UUU,U,,Unintentional,"Service facilities, other",Heat from other open flame or smoking materials,Undetermined,nan,"Cutting, welding too close to combustible",Undetermined,UU,Extinguish,nan,Partial system present,Undetermined,,"Motor vehicle or boat sales, services, repair",Undetermined,Undetermined,nan,nan
MD,200.0,2,2,16.0,3.0,0.0,-1.0,Y,1,2,MD_15555_02232015_0023857_0,Y,7.0,71.0,2015,2,23,15,122399.70873786409,2294.4466019417478,95.6,48.8,8.4,71.4,93.8,18.7,67.2,-1.0,50.0,16.6,0.2241578317373461,0.07104993160054719,N,2,1,5,1,3,7,4,not given_,not given_,not given_,55.2,0.9,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,26,12,30,70,54,,1,2,,,1,,,11,1,10500,,ROCKVILLE,PIK,,,NORTH BETHESDA,MD,20852,,,0,0,0,0,,429,,,811,Unintentional,"Laundry area, wash house (laundry)","Radiated, conducted heat from operating equipment","Soft goods, wearing apparel, other","Fabric, textile, fur, other",Equipment overloaded,nan,nan,Extinguish,nan,Partial system present,Detectors Present,,Multifamily dwellings,nan,nan,Clothes dryer,Smoke
MD,4.0,2,3,2.0,1.0,225.0,2.0,Y,1,N,MD_15555_02242015_0024062_0,Y,7.0,147.0,2015,2,24,3,82348.33980582524,1839.8155339805826,94.4,52.7,7.9,36.0,80.0,14.0,65.9,-6.0,29.0,5.4,0.27610160161472125,0.19814411911190333,N,2,1,3,1,1,UU_,4,not given_,not given_,not given_,53.2,1.0,0.4,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,20,13,17,UU,37,,1,2,,,1,,,11,1,72,,ANNA,CT,,,GAITHERSBURG,MD,20877,,,0,0,0,0,,419,,,234,Unintentional,"Function area, other",Arcing,Structural member or framing,Undetermined,Fluorescent light ballast,nan,nan,Extinguish,nan,None Present,Detectors Present,,1 or 2 family dwelling,nan,nan,"Fluorescent lighting fixture, ballast",Smoke
MD,1.0,2,2,5.0,0.0,0.0,1.0,Y,N,N,MD_15555_02262015_0025516_0,Y,1.0,55.0,2015,2,26,21,96954.14563106795,2023.9223300970875,94.1,53.4,8.7,66.2,93.5,14.4,73.4,3.9,52.0,11.2,0.12555380704515193,0.3038373078319816,3,4,1,UU_,4,9,4,4,not given_,not given_,not given_,33.3,1.0,0.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,41,60,00,41,UU,,1,2,,,,,,11,1,500,,THAYER,AVE,,,SILVER SPRING,MD,20910,,,0,0,0,0,,429,241,U,,Unintentional,"Storage room, area, tank, or bin",Heat from other open flame or smoking materials,"Item First Ignited, Other",Plastic,Undetermined,nan,nan,Extinguish,nan,None Present,None Present,Unattended or unsupervised person,Multifamily dwellings,Furniture,Undetermined,nan,nan
MD,1.0,2,2,2.0,1.0,2625.0,-1.0,Y,N,N,MD_15555_02272015_0026009_0,Y,6.0,78.0,2015,2,27,21,154604.6213592233,2320.747572815534,99.3,49.4,8.0,64.3,93.1,20.7,63.4,1.1,38.0,24.1,0.23522291708694776,0.0818371326743326,N,2,8,UU_,8,9,11,4,not given_,not given_,not given_,57.3,0.0,0.6,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,24,00,00,00,UU,,1,2,,,,,,86,1,7721,,EPSILON,DR,,,DERWOOD,MD,20855,,,0,0,0,0,,419,,,,Unintentional,"Cooking area, kitchen",Heat source: other,"Item First Ignited, Other","Type of material first ignited, other",Undetermined,nan,nan,Investigate,nan,None Present,None Present,,1 or 2 family dwelling,nan,nan,nan,nan
MD,1.0,2,2,8.0,1.0,100.0,8.0,Y,1,1,MD_15555_02282015_0026213_0,Y,4.0,158.0,2015,2,28,14,82348.33980582524,1839.8155339805826,94.4,52.7,7.9,36.0,80.0,14.0,65.9,-6.0,38.0,9.4,0.27610160161472125,0.19814411911190333,6,2,1,10,1,8,not given_,4,not given_,not given_,not given_,53.2,1.0,0.4,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,24,12,92,,00,,1,2,,,3,2,1,12,1,403,,RUSSELL,AVE,,,GAITHERSBURG,MD,20877,,,0,0,0,0,,429,,,646,Unintentional,"Cooking area, kitchen","Radiated, conducted heat from operating equipment","Magazine, newspaper, writing paper",nan,Other factor contributed to ignition,nan,nan,Salvage & overhaul,nan,Present,Detectors Present,Multiple persons involved,Multifamily dwellings,nan,nan,"Range, stove with/without oven, cooking surface",Combination smoke - heat
MD,1.0,2,2,2.0,1.0,300.0,1.0,Y,1,N,MD_15555_02282015_0026239_0,Y,4.0,24.0,2015,2,28,15,87836.47572815533,2027.6796116504856,95.7,49.6,10.6,37.0,85.1,23.0,62.9,-5.0,35.0,7.6,0.35539414284060655,0.2582474823474939,3,2,3,5,4,2,7,4,not given_,2,7,39.4,0.3,0.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,20,66,21,71,53,,1,2,21,71,1,,,30,1,2020,,SULLIVAN,LA,,,SILVER SPRING,MD,20906,,,0,0,0,2,,419,,,,Unintentional,"Function area, other",Candle,"Upholstered sofa, chair, vehicle seats","Fabric, fiber, cotton, blends, rayon, wool",Equipment unattended,"Upholstered sofa, chair, vehicle seats",71,"Emergency medical services, other",nan,None Present,Detectors Present,Unattended or unsupervised person,1 or 2 family dwelling,nan,nan,nan,Smoke
MD,1.0,2,4,2.0,1.0,400.0,1.0,Y,U,U,MD_15555_02282015_0026325_0,Y,4.0,97.0,2015,2,28,20,113754.20388349515,2135.388349514563,95.7,46.0,6.7,49.3,90.4,9.4,70.6,-0.3,31.0,0.0,0.27765499157145535,0.21535868140101141,N,10,1,10,8,9,9,4,not given_,not given_,not given_,85.7,0.6,0.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,00,00,00,99,00,,1,2,,,,,,11,1,11423,,BRUNDIDGE,TER,,,GERMANTOWN,MD,20876,,,0,0,0,0,,419,,,,Unintentional,Other,Heat source: other,"Item First Ignited, Other",Multiple types of material,Other factor contributed to ignition,nan,nan,Extinguish,nan,Undetermined,Undetermined,,1 or 2 family dwelling,nan,nan,nan,nan
MD,1.0,2,3,2.0,1.0,50.0,2.0,Y,1,N,MD_15555_02282015_0026368_0,Y,2.0,78.0,2015,2,28,23,147899.12621359224,2119.106796116505,96.3,53.7,6.2,68.6,93.6,14.1,69.7,0.0,27.0,0.0,0.27187830194542856,0.09781527751880166,N,7,2,3,1,UU_,not given_,4,not given_,not given_,not given_,70.6,0.30000000000000004,0.2,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,74,13,UU,,34,,1,2,,,1,,,21,1,107,,LEEKES LOT,WAY,,,GAITHERSBURG,MD,20878,,,0,0,0,0,,419,UUU,U,,Unintentional,"Attic: vacant, crawl space above top story, cupola",Arcing,Undetermined,nan,Unspecified short-circuit arc,nan,nan,Search,nan,None Present,Detectors Present,,1 or 2 family dwelling,Undetermined,Undetermined,nan,Smoke
MD,0.0,2,4,1.0,0.0,625.0,1.0,Y,U,1,MD_15555_03032015_0027437_0,Y,4.0,157.0,2015,3,3,10,190045.8058252427,3385.3106796116504,94.2,68.2,5.3,63.4,94.0,13.4,63.5,-2.5,68.0,0.0,0.42885536182130274,0.17526425151323516,N,6,1,UU_,7,9,2,5,not given_,not given_,not given_,83.4,0.0,1.5,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,60,97,00,20,UU,,1,2,,,,1,1,10,1,13081,,WISTERIA,DR,,,BOYDS,MD,20841,,,0,0,0,0,,564,510,N,UUU,Unintentional,"Equipment or service area, other",Multiple heat sources including multiple ignitions,"Item First Ignited, Other","Flammable or combustible liquid, other",Undetermined,nan,nan,"Fire, other",nan,Present,Undetermined,,"Laundry, dry cleaning","Flammables, combustible liquids, other",,Undetermined,nan
MD,1.0,2,2,1.0,1.0,15.0,1.0,Y,1,N,MD_15555_03042015_0027761_0,Y,2.0,97.0,2015,3,4,2,183539.44660194175,2435.970873786408,94.5,63.2,7.8,85.0,96.4,27.3,61.9,1.0,80.0,11.2,0.07714163005054676,0.041065116125408835,N,4,1,3,1,UU_,not given_,4,not given_,not given_,not given_,22.3,1.6,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,42,13,UU,,30,,1,2,,,1,,,11,1,4114,,EDGEVALE,CT,,,BETHESDA,MD,20815,,,0,0,0,0,,419,UUU,U,100,Unintentional,Closet,Arcing,Undetermined,nan,"Electrical failure, malfunction, other",nan,nan,Extinguish,nan,None Present,Detectors Present,,1 or 2 family dwelling,Undetermined,Undetermined,"Heating, ventilating & air conditioning, other",Smoke
MD,0.0,2,4,2.0,0.0,0.0,1.0,Y,1,2,MD_15555_03072015_0029052_0,Y,3.0,123.0,2015,3,7,9,145416.81553398058,2359.5728155339807,92.5,59.8,8.2,81.3,97.3,20.7,68.5,-6.7,62.0,7.6,0.11797557929790481,0.05713195504370751,N,2,1,2,1,1,6,5,not given_,not given_,not given_,34.0,1.0,0.2,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,24,11,18,60,23,,1,2,,,1,,,11,1,4933,,ST ELMO,AVE,,,BETHESDA,MD,20814,,,0,0,0,0,,519,312,N,600,Unintentional,"Cooking area, kitchen","Spark, ember or flame from operating equipment",Insulation within structural area,"Wood or paper, processed, other",Leak or break,nan,nan,Extinguish,nan,Partial system present,Detectors Present,,"Food and beverage sales, grocery store",Timber,,"Kitchen & cooking equipment, other",Smoke
MD,1.0,3,3,1.0,0.0,1500.0,1.0,Y,1,N,MD_15555_03102015_0030459_0,Y,5.0,287.0,2015,3,10,18,102389.67961165048,2042.7087378640779,94.7,77.4,8.1,42.7,78.7,12.0,71.1,8.0,81.0,0.0,0.2799225220411435,0.08462463264760887,N,7,1,3,1,1,6,4,not given_,1,6,18.3,0.2,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,73,10,17,63,35,,1,2,17,63,1,,,11,1,1107,,BROADWOOD,DR,,,ROCKVILLE,MD,20851,,,0,0,0,0,,419,,,,Failure of equipment or heat source,"Ceiling & floor assembly, crawl space b/t stories","Heat from powered equipment, other",Structural member or framing,"Sawn wood, including all finished lumber","Arc from faulty contact, broken conductor",Structural member or framing,63,Extinguish,nan,None Present,Detectors Present,,1 or 2 family dwelling,nan,nan,nan,Smoke
MD,1.0,5,2,3.0,0.0,800.0,1.0,Y,1,1,MD_15555_03122015_0031234_0,Y,7.0,99.0,2015,3,12,14,113754.20388349515,2135.388349514563,95.7,46.0,6.7,49.3,90.4,9.4,70.6,8.7,46.0,20.5,0.27765499157145535,0.21535868140101141,N,1,1,UU_,8,2,7,4,not given_,not given_,not given_,85.7,0.6,0.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,14,00,20,71,UU,,1,2,,,U,U,U,11,1,18710,,WALKERS CHOICE,RD,,,GERMANTOWN,MD,20876,,,0,0,0,0,,429,,,UUU,Cause under investigation,"Common room, den, family room, living room, lounge",Heat source: other,"Furniture, utensils, other","Fabric, fiber, cotton, blends, rayon, wool",Undetermined,nan,nan,Extinguish,nan,Present,Detectors Present,,Multifamily dwellings,nan,nan,Undetermined,Undetermined
MD,1.0,2,2,3.0,0.0,0.0,2.0,Y,1,1,MD_15555_03132015_0031557_0,Y,5.0,22.0,2015,3,13,11,113754.20388349515,2135.388349514563,95.7,46.0,6.7,49.3,90.4,9.4,70.6,-1.3,93.0,5.4,0.27765499157145535,0.21535868140101141,N,2,1,3,1,2,4,4,not given_,1,7,85.7,0.6,0.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,21,13,25,41,36,,1,2,14,70,1,1,4,10,1,21100,,ARCHSTONE,WAY,,,GERMANTOWN,MD,20876,,,0,0,0,0,,429,,,711,Unintentional,Bedroom - < 5 persons; included are jail or prison,Arcing,Appliance housing or casing,Plastic,"Arc, spark from operating equipment",Floor covering or rug/carpet/mat,70,"Fire, other",nan,Present,Detectors Present,,Multifamily dwellings,nan,nan,Computer,Smoke
MD,1.0,5,4,3.0,0.0,375.0,2.0,Y,1,1,MD_15555_03162015_0032581_0,Y,1.0,149.0,2015,3,16,10,82348.33980582524,1839.8155339805826,94.4,52.7,7.9,36.0,80.0,14.0,65.9,0.0,93.0,0.0,0.27610160161472125,0.19814411911190333,N,2,1,3,1,1,4,4,not given_,1,4,53.2,1.0,0.4,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,20,13,12,41,34,,1,2,13,41,1,1,3,11,1,18025,,CALABAR,DR,,,GAITHERSBURG,MD,20877,,,0,0,0,0,,419,,,,Cause under investigation,"Function area, other",Arcing,Exterior wall covering or finish,Plastic,Unspecified short-circuit arc,"Exterior trim, including doors",41,Extinguish,nan,Present,Detectors Present,,1 or 2 family dwelling,nan,nan,nan,Smoke
MD,72.0,2,2,4.0,0.0,0.0,2.0,Y,1,1,MD_15555_03172015_0033127_0,Y,5.0,62.0,2015,3,17,13,82348.33980582524,1839.8155339805826,94.4,52.7,7.9,36.0,80.0,14.0,65.9,7.0,87.0,0.0,0.27610160161472125,0.19814411911190333,N,2,1,11,1,2,9,4,not given_,not given_,not given_,53.2,1.0,0.4,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,24,10,25,99,NN,,1,2,,,1,1,4,12,1,9,,CHESTNUT,ST,,,GAITHERSBURG,MD,20877,,,0,0,0,0,,429,,,600,Unintentional,"Cooking area, kitchen","Heat from powered equipment, other",Appliance housing or casing,Multiple types of material,,nan,nan,Salvage & overhaul,nan,Present,Detectors Present,,Multifamily dwellings,nan,nan,"Kitchen & cooking equipment, other",Smoke
MD,0.0,3,2,1.0,0.0,0.0,1.0,Y,1,1,MD_15555_03182015_0033342_0,Y,2.0,58.0,2015,3,18,0,156292.8932038835,2809.1941747572814,96.3,67.6,5.3,62.0,94.8,8.8,72.5,8.7,42.0,24.1,0.3273874265825538,0.17217750706982815,N,7,1,UU_,UU_,1,6,5,not given_,not given_,not given_,84.8,0.3,0.2,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,75,UU,17,60,UU,,1,2,,,1,1,3,11,1,20001,,CENTURY,BLV,,,CLARKSBURG,MD,20871,,,0,0,0,0,,500,NNN,N,,Failure of equipment or heat source,Wall assembly,Undetermined,Structural member or framing,"Wood or paper, processed, other",Undetermined,nan,nan,Extinguish,nan,Present,Detectors Present,,"Mercantile, business, other",,,nan,Smoke
MD,0.0,3,4,2.0,0.0,3375.0,1.0,Y,U,N,MD_15555_03192015_0033798_0,Y,3.0,269.0,2015,3,19,0,96954.14563106795,2023.9223300970875,94.1,53.4,8.7,66.2,93.5,14.4,73.4,7.0,24.0,0.0,0.12555380704515193,0.3038373078319816,N,1,5,3,1,1,9,1,not given_,not given_,not given_,33.3,1.0,0.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,13,13,10,99,34,,1,2,,,,,,57,1,8401,,GEORGIA,AVE,,,SILVER SPRING,MD,20910,,,0,0,0,0,,161,,,UUU,Failure of equipment or heat source,Assembly area - less than 100 persons,Arcing,"Structural component or finish, other",Multiple types of material,Unspecified short-circuit arc,nan,nan,Provide light or electrical power,nan,None Present,Undetermined,,Restaurant or cafeteria,nan,nan,Undetermined,nan
MD,0.0,U,2,1.0,0.0,10000.0,1.0,Y,U,U,MD_15555_03212015_0034831_0,Y,5.0,182.0,2015,3,21,17,82348.33980582524,1839.8155339805826,94.4,52.7,7.9,36.0,80.0,14.0,65.9,9.4,66.0,11.2,0.27610160161472125,0.19814411911190333,N,4,1,UU_,UU_,UU_,not given_,5,not given_,UU_,UU_,53.2,1.0,0.4,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,41,UU,UU,,UU,,1,2,UU,UU,,,,11,1,16775,,OAKMONT,AVE,,,GAITHERSBURG,MD,20877,,,0,0,0,0,,549,230,N,,Cause undetermined after investigation,"Storage room, area, tank, or bin",Undetermined,Undetermined,nan,Undetermined,Undetermined,UU,Extinguish,nan,Undetermined,Undetermined,,Specialty shop,"Accessories, other",,nan,nan
MD,1.0,3,2,2.0,1.0,144.0,2.0,Y,1,N,MD_15555_03262015_0037052_0,Y,7.0,115.0,2015,3,26,21,130829.79611650486,2352.0582524271845,96.3,23.6,7.3,53.2,89.7,12.0,73.6,24.0,50.0,13.0,0.2119050884652311,0.44561788506377725,6,2,1,5,1,3,7,4,not given_,3,7,74.2,0.2,0.2,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,21,13,32,71,55,,1,2,36,71,1,,,11,1,3637,,CHILDRESS,TER,,,BURTONSVILLE,MD,20866,,,0,0,0,0,,419,,,261,Failure of equipment or heat source,Bedroom - < 5 persons; included are jail or prison,Arcing,"Bedding; blanket, sheet, comforter","Fabric, fiber, cotton, blends, rayon, wool",Failure to clean,"Curtains, blinds, drapery, tapestry",71,Extinguish,nan,None Present,Detectors Present,Multiple persons involved,1 or 2 family dwelling,nan,nan,"Power cord, plug - detachable from appliance",Smoke
MD,1.0,3,2,3.0,1.0,0.0,1.0,Y,1,N,MD_15555_03282015_0037534_0,Y,5.0,122.0,2015,3,28,5,82348.33980582524,1839.8155339805826,94.4,52.7,7.9,36.0,80.0,14.0,65.9,5.6,49.0,33.5,0.27610160161472125,0.19814411911190333,N,2,1,3,1,9,4,4,not given_,2,4,53.2,1.0,0.4,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,20,10,00,41,30,,1,2,25,41,1,,,11,1,410,,GIRARD,ST,,,GAITHERSBURG,MD,20877,,,0,0,0,0,,429,,,834,Failure of equipment or heat source,"Function area, other","Heat from powered equipment, other","Item First Ignited, Other",Plastic,"Electrical failure, malfunction, other",Appliance housing or casing,41,Extinguish,nan,None Present,Detectors Present,,Multifamily dwellings,nan,nan,Vacuum cleaner,Smoke
MD,1.0,2,4,2.0,0.0,0.0,1.0,Y,1,N,MD_15555_03292015_0038120_0,Y,4.0,235.0,2015,3,29,22,224824.4563106796,2643.873786407767,94.1,71.9,7.7,85.5,98.3,24.2,63.8,9.4,16.0,13.0,0.057829998164127046,0.01731840156661159,N,7,1,3,1,8,not given_,4,not given_,not given_,not given_,13.400000000000002,0.1,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,75,13,81,,30,,1,2,,,U,,,11,1,6102,,BRYN MAWR,AVE,,,BETHESDA,MD,20816,,,0,0,0,0,,419,,,210,Unintentional,Wall assembly,Arcing,"Electrical wire, cable insulation",nan,"Electrical failure, malfunction, other",nan,nan,Extinguish,nan,None Present,Detectors Present,,1 or 2 family dwelling,nan,nan,"Electrical wiring, other",Undetermined
MD,1.0,5,2,3.0,0.0,6.0,3.0,Y,U,U,MD_15555_03302015_0038301_0,Y,3.0,171.0,2015,3,30,9,156292.8932038835,2809.1941747572814,96.3,67.6,5.3,62.0,94.8,8.8,72.5,5.5,42.0,9.4,0.3273874265825538,0.17217750706982815,N,10,1,UU_,4,UU_,not given_,4,not given_,not given_,not given_,84.8,0.3,0.2,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,00,63,UU,,UU,,1,2,,,,,,11,1,12904,,FALLING WATER,CIR,,,CLARKSBURG,MD,20871,,,0,0,0,1,,429,,,,Cause under investigation,Other,Heat from undetermined smoking material,Undetermined,nan,Undetermined,nan,nan,Extinguish,nan,Undetermined,Undetermined,,Multifamily dwellings,nan,nan,nan,nan
MD,0.0,2,2,3.0,1.0,0.0,1.0,Y,1,1,MD_15555_04012015_0039293_0,Y,4.0,102.0,2015,4,1,11,96954.14563106795,2023.9223300970875,94.1,53.4,8.7,66.2,93.5,14.4,73.4,0.0,100.0,0.0,0.12555380704515193,0.3038373078319816,N,4,1,10,5,8,not given_,2,not given_,not given_,not given_,33.3,1.0,0.1,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,40,70,91,,00,,1,2,,,5,1,3,11,1,313,,WAYNE,AVE,,,SILVER SPRING,MD,20910,,,0,0,0,0,,215,,,,Unintentional,"Storage area, other","Chemical, natural heat source, other",Book,nan,Other factor contributed to ignition,nan,nan,Extinguish,nan,Present,Detectors Present,,High school/junior high school/middle school,nan,nan,nan,More than 1 type present
MD,1.0,2,4,2.0,0.0,25.0,1.0,Y,1,N,MD_15555_04052015_0041052_0,Y,4.0,61.0,2015,4,5,16,147899.12621359224,2119.106796116505,96.3,53.7,6.2,68.6,93.6,14.1,69.7,13.0,26.0,13.0,0.27187830194542856,0.09781527751880166,N,7,1,1,1,1,4,4,not given_,1,4,70.6,0.30000000000000004,0.2,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,76,10,12,41,12,,1,2,12,41,U,,,11,1,11632,,PLEASANT MEADOW,DR,,,DARNESTOWN,MD,20878,,,0,0,0,0,,419,,,600,Unintentional,Wall surface: exterior,"Heat from powered equipment, other",Exterior wall covering or finish,Plastic,Heat source too close to combustibles.,Exterior wall covering or finish,41,Extinguish,nan,None Present,Detectors Present,,1 or 2 family dwelling,nan,nan,"Kitchen & cooking equipment, other",Undetermined
MD,1.0,2,2,3.0,0.0,4.0,3.0,Y,1,1,MD_15555_04062015_0041171_0,Y,10.0,41.0,2015,4,6,0,82348.33980582524,1839.8155339805826,94.4,52.7,7.9,36.0,80.0,14.0,65.9,17.0,17.0,5.4,0.27610160161472125,0.19814411911190333,N,2,1,1,2,9,6,4,not given_,not given_,not given_,53.2,1.0,0.4,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,20,43,00,62,12,,1,2,,,1,1,4,11,1,604,,SUNNYBROOK,TER,,,GAITHERSBURG,MD,20877,,,0,0,0,1,,429,000,N,120,Unintentional,"Function area, other",Hot ember or ash,"Item First Ignited, Other","Round timber, including round posts, poles",Heat source too close to combustibles.,nan,nan,Extinguish,nan,Present,Detectors Present,,Multifamily dwellings,"On-site materials, other",,"Fireplace, chimney, other",Smoke
MD,1.0,2,2,2.0,1.0,0.0,1.0,Y,1,N,MD_15555_04062015_0041291_0,Y,4.0,80.0,2015,4,6,8,109179.08737864078,2035.1941747572816,96.9,33.0,6.8,45.3,90.6,11.6,68.4,3.0,81.0,0.0,0.22140980235347882,0.2719067748200617,N,2,1,1,1,9,5,4,not given_,7,9,71.0,0.1,0.0,Region 3 - Philadelphia,South,South Atlantic,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,24,12,00,57,10,,1,2,76,99,1,,,11,1,1141,,KNOLL MIST,LA,,,GAITHERSBURG,MD,20879,,,0,0,0,0,,419,,,646,Unintentional,"Cooking area, kitchen","Radiated, conducted heat from operating equipment","Item First Ignited, Other","Food, starch, excluding fat and grease (Code 31)","Misuse of material or product, other","Cooking materials, including edible materials",99,Extinguish,nan,None Present,Detectors Present,,1 or 2 family dwelling,nan,nan,"Range, stove with/without oven, cooking surface",Smoke
